id,source,target,date,time,amount,currency
c6fd6491-5567-453f-8f20-7a17e22b73f6,e46d0b4a-d406-40fa-a492-b033a86acd94,45625b1d-b52d-4a91-bc7f-9a86b5c92976,25/20/2015,21:45:26,658.8836610406687,MZN
3875fd27-14ef-4ad4-bd14-86393eb86057,e0708e37-8466-4893-bc1b-bbae9fdd9aeb,173edb21-5c74-4a9f-96b5-356eb9bf4293,27/13/2017,15:34:34,469.26375678242886,None
e827fd5f-39ae-4629-a4b0-b1f02e36e588,b1a1d46e-0fd9-4e26-8f1d-7522fbe5d4d4,8326e08a-1ebc-4a7b-9f85-84b375d640bd,24/21/2016,17:58:59,1574.2922947153222,None
25dbcf15-d59e-4efa-86c7-730509a408e5,a8898466-00ae-487c-b1a8-9da6f029124b,434ef91a-f8ce-4c19-af21-47f89554c0f4,12/02/2016,21:56:58,1844.3960905986066,MOP
c706c944-dc81-49a7-9875-b7f96f2f910a,ffe2a820-9f26-48db-a14f-caf2db49598b,d4321bb3-24db-437e-8a22-4e03e8ff9609,12/22/2015,07:44:27,12095.998102719701,None
a2d37bec-bf00-48d0-84a3-70256cd03f1b,6204ca8e-0670-469f-93cd-e6651329eb1b,21bc04cd-b1ec-44b1-91b2-cc1c122431e0,25/20/2017,22:47:58,1889.0370790666864,None
ca06045a-5cb9-439e-92d7-348d51aaf0e8,413d3e7d-b5e3-4513-807f-60a91d98a2f3,9b19bf11-7f2b-49fb-b23c-a3944d3b9abf,27/18/2016,23:58:23,3193.108598204148,TRY
d9c0ed0e-fa7a-4b4e-8f3c-931207f32426,856508a8-10ca-485c-b290-9cb79e0a6065,e4ad5cec-82c0-4e5e-85a2-f2a2e7bfcf52,18/17/2015,23:59:57,733.4769135988205,None
853243f1-9dcb-4ff3-a723-4c63dc23b526,818269ac-75fd-4263-bebe-bb9b298dfeb4,1780ecc4-9b8c-42c3-bc48-e5e46c2c74d9,12/22/2015,22:43:33,1511.9997628399626,None
8d8592be-c888-4804-bef4-f15998500f17,77262493-a17e-43e5-bab3-92daa34e2807,70be3e21-9907-483b-9b65-0e5acba3f3f8,24/09/2015,15:57:52,1683.7302711540963,None
eff046c2-2261-4ed8-b62b-8b308a11530e,8671d737-682a-4ba8-8548-12fe70bdbd21,0887f6b4-fd63-4573-9897-51fb1f83b4f2,12/02/2016,21:56:58,1844.3960905986066,None
e44477f2-438e-4b9d-a827-b247ef8a837f,97e05799-c0bc-420e-93cf-135e2d7e6d95,fe810817-79aa-410d-9e28-54785dfe4168,23/17/2015,23:59:57,733.4769135988205,XPF
4b08fbfe-f23e-42b2-8b55-6b145a14c4b7,6fd97e9b-0714-428c-90c9-682a8b958ba3,c153325c-e546-4a63-a819-3dc5c04fd4ae,27/20/2016,23:58:31,1749.6925153402824,None
7335e4b4-69de-4438-80c8-7989692eda87,52963950-5e67-4e1e-b1de-60d189669c7e,fedf0843-10f3-459f-9f82-80cfb490b1d8,24/21/2016,17:58:59,6292.509184961048,None
3e698665-030c-4513-af0e-640194b67457,55d58830-61b1-4b83-9b40-49f230449ffe,d76794ca-6534-411d-a5d5-68a9b841453f,09/06/2016,22:42:52,1226.7642417458292,None
42715652-4ebf-4b08-b9ff-12671506f956,e2dbc017-597e-429e-8efc-2a4c93144220,45383583-210c-44e2-be24-d5012991e103,12/03/2017,12:14:19,1312.868514556457,None
c13ace17-fa7c-4df8-b26d-ac02745f7eb2,52963950-5e67-4e1e-b1de-60d189669c7e,6f7f3461-d8f9-4a5c-b614-db351b11064c,26/23/2016,21:56:51,4656.197604214607,None
f1a07705-fbfe-4c50-b028-74ab058b7e7a,deb939a3-c0f5-489b-a0a5-8ea0ac471dfa,b772ee3b-f47f-4a36-8a23-786f982ccb6b,27/07/2017,20:36:10,1020.2220261615334,None
711776fb-1926-47c8-b89d-f659171ee22b,643c24a5-4528-45d8-97ec-dfa2e111d92e,8873bb15-2b62-408b-8e17-df6b6be48dc8,25/20/2015,21:45:26,1466.7659035316112,None
ac24024f-32b6-4f51-b608-2ef34d4fbe7d,e0708e37-8466-4893-bc1b-bbae9fdd9aeb,1c0a994a-f99e-4190-aac2-72811289b510,27/17/2015,23:59:57,733.7585861325938,None
985f4da1-f147-4fa1-b43f-a15a3421b7a3,fe2af108-426a-4c28-989f-5a800e72ed63,45383583-210c-44e2-be24-d5012991e103,16/21/2016,17:58:47,9434.210105674398,None
370d263e-6431-49b1-b68a-f70950ee0d89,a812d533-9cc2-486a-89f9-2316531aa581,7072081a-a455-42c9-ac7a-98a242b73c13,01/12/2017,12:54:43,17863.73471740428,None
63ec2d53-0cf5-4cab-b04a-8233671e6573,595f4b91-31ba-4f2d-8bf9-3cb0249dd426,21bc04cd-b1ec-44b1-91b2-cc1c122431e0,25/20/2017,22:47:58,1889.0370790666864,None
76c3f1b5-a4af-45be-977e-c2ad2f0cdc08,97e05799-c0bc-420e-93cf-135e2d7e6d95,35fe9e2d-03cf-427a-92d6-a1e8ec681792,26/17/2015,23:59:57,733.4769135988205,None
96532427-163c-4a71-9fe5-187d7bfa251c,6e046016-320c-4d6a-8be0-e2bccd72fe9a,173edb21-5c74-4a9f-96b5-356eb9bf4293,25/13/2017,15:34:34,469.26375678242886,MVR
116ea076-c902-4a0d-b009-1ee33c360ee5,d31f0a30-7959-4630-b738-7707724387e3,a4463dbd-7e30-4312-8bb2-b23ad1d96350,25/27/2015,19:57:42,1122.0066168326578,None
869302b2-9845-4e17-b20a-cb09c557db09,6fd97e9b-0714-428c-90c9-682a8b958ba3,36017c92-720b-4d4e-84e5-df2b6aed820c,27/20/2016,23:58:31,1749.6925153402824,None
09367b8d-e123-43f1-aa4c-0e0e405a31fd,2b972377-d4f8-4f74-b787-726c6397b3aa,a7fadcc1-42b0-4416-aef0-f7e3ecedc806,25/20/2015,21:45:26,1466.7659035316112,None
77e8484a-55c9-4a66-8e2f-662979b04ae0,bc7c40be-74b7-4c48-af5f-26e1b198fecc,b5148c78-57a3-4418-8e88-82416d164e1f,27/18/2016,23:58:23,15856.403293580048,JMD
4d1f86e2-65f1-4ff8-9b81-aa1ed393ee22,015f0d11-37be-48bd-af27-f21f8cfe5fe7,43626fca-d4da-497e-b6ce-6fa097151dbb,26/23/2016,21:56:51,2005.023174273359,None
727e675b-7e96-4a79-bddf-0cde25923174,a2c8ae37-1877-4a56-9f1f-43a36a11aa6d,02bd318d-57a6-4216-a9d4-e51f1f3fe17d,25/20/2017,14:19:56,1847.752387448218,None
27187c1f-652d-4225-9b72-98c0c2d58077,8f925cd1-e7c9-47ec-ad9a-86352f26f4fb,bb82272a-9ca1-44e8-b877-c5b538540614,27/13/2017,15:34:34,644.5162507639109,None
17ff76bd-eec1-4cf1-b656-8ddfc5161cd5,55d58830-61b1-4b83-9b40-49f230449ffe,115f8dfa-1c9d-4d71-b404-847d5e9c73a7,09/06/2016,22:42:52,1226.7642417458292,None
77c7878a-a747-446a-ad6f-579049f1be25,9e6afb86-e0a1-45a3-9642-a43dd1276e59,deb939a3-c0f5-489b-a0a5-8ea0ac471dfa,17/07/2017,20:36:10,6670.115163031306,None
8a23890e-7b05-4a3b-bf81-5fc20b60dc92,ef46b334-c0b3-40be-94f7-04223b181ef6,6204ca8e-0670-469f-93cd-e6651329eb1b,25/20/2017,22:47:58,3296.668971380894,None
684a0f10-ac68-405a-89a4-58faf2e7437d,1870eb38-7399-40d2-9c7e-3a31ed38db9f,02bd318d-57a6-4216-a9d4-e51f1f3fe17d,25/20/2017,14:19:56,1847.752387448218,None
b057de32-c28c-45c3-8932-51e3d3ba3e55,fe810817-79aa-410d-9e28-54785dfe4168,b4315d5d-4650-441b-949f-1ee2beafed32,27/17/2015,23:59:57,733.7585861325938,None
e9ecc4de-f1be-4f7e-aa77-580e26cf69db,1cb519d1-f3cc-489d-8ce1-ac9ea179c9aa,d29afe6b-7c48-4dea-ae36-8fa9e0505a51,27/01/2017,20:58:51,1604.225052288627,None
bce52c0a-8b91-4a00-acc1-438fbad84f3e,313bf3e2-7f03-4bc1-864e-cf5ba58ab413,8020e7c9-c7a4-4452-a4a4-046e5844852a,25/20/2015,21:45:26,1289.3682062704495,SZL
f1d210d8-b01f-48d7-afd0-adaac03b171c,6072d548-99f0-49c4-bafe-0a3da96c70b3,e1a6ffb8-46fa-488a-ac66-2d5db12a7f0f,25/20/2017,22:47:58,3296.668971380894,None
e6772964-4b25-4906-86c7-012a66570cc5,a82800f1-31f9-4dca-8562-c4c50c42426a,7aadf175-639a-45d0-bd1e-08c43854762d,25/20/2017,22:47:58,1731.5484523798812,None
233ff7d8-e4e2-43a9-aa82-31724c55d682,d79b1e59-f41f-417c-a227-592c20a39aaf,93d0993f-fa52-4d52-bb81-88c8b6671385,27/22/2017,23:10:16,1900.3101236414502,CUC
11b7b0f6-cb0e-465d-a797-a4a9ccb2f958,e5018dfa-d6fc-4f44-a4ae-f59cd9e3275a,da02cdf4-6261-49c2-bd01-4484b330c067,27/17/2015,23:59:57,733.4769135988205,None
34b926ce-d19b-4f27-a43c-7ce113972815,b13c85ca-c27e-41ba-aabd-6b91bb5fa923,99b837f4-1647-45bd-b3d1-695c7fe82385,27/03/2015,17:53:43,622.8741699711018,CLP
5e8eab37-5af7-45a8-93aa-b1e6b5529191,856508a8-10ca-485c-b290-9cb79e0a6065,d426b38a-6032-49c3-80a0-a8be8fb9ab5d,09/06/2016,22:42:52,3124.4948381793592,None
e22f7f39-d072-4c50-9f10-fd5ac4130e67,279ee177-55d0-43c7-a0e6-acecb5769244,515054d2-9a6c-4928-8171-7a2d0f7062d8,12/02/2016,21:56:58,3695.6567760780126,None
f022d4af-752c-4d79-8166-4cdd2deb78b6,1a53d322-47ad-4bb9-9f18-9146a6e86815,ea5508fc-68a1-4d92-868b-3e23fdc85dcb,12/22/2015,22:43:33,1511.9997628399626,None
0b255f15-9238-43e9-b7cf-648a4fff61b5,11ae35b4-147c-42b6-9d8a-d38936dc0162,6204ca8e-0670-469f-93cd-e6651329eb1b,25/20/2017,22:47:58,3296.668971380894,LSL
932660d4-01e5-4097-87a1-0f8c15f73859,5e08c61c-1596-4fd2-8bbe-1dc86bb0a02c,fe810817-79aa-410d-9e28-54785dfe4168,11/17/2015,23:59:57,733.4769135988205,None
75205887-b7a4-4f45-a0c3-ec2e42d8c191,6072d548-99f0-49c4-bafe-0a3da96c70b3,f21c4d69-a1db-4b83-bf1c-1ef6214bac3d,27/03/2015,17:53:43,921.9924279192489,None
6828ea84-7771-41e9-bbe6-e5da50bcd285,c0f1f0ad-8899-499e-9f2e-e6b9ee302a0f,52963950-5e67-4e1e-b1de-60d189669c7e,26/23/2016,21:56:51,4033.6850915177633,None
cafa38f7-a594-4c7a-b9c9-866308cd6e2e,d277b142-d20e-42a6-92ba-b3431a109441,2d5ae344-fee7-4ce8-a55e-a2db67425904,25/20/2017,14:19:56,1847.752387448218,None
b7836d12-54b4-4d3a-a6e8-2cd3192a5fe8,b13c85ca-c27e-41ba-aabd-6b91bb5fa923,ada7124c-fea2-4956-8699-759b7b6505f3,27/03/2015,17:53:43,622.8741699711018,None
d50fc195-ce18-4534-810e-4d74f53db456,4f7f0c3c-bdf9-41dd-acb3-8c50257ab8a4,52963950-5e67-4e1e-b1de-60d189669c7e,26/23/2016,21:56:51,4033.6850915177633,None
c2feab1f-abdf-49b3-8e60-f25e77fd71fd,09f7f81c-e8c3-4fb7-98cb-70f04d1df9b4,a397e9d5-259a-4931-a073-50b007ccf1df,27/03/2015,11:27:13,3737.2450198266106,None
6019475f-3842-4d66-82cb-50f5a6ac1482,b53cad36-5884-4be1-93f3-f574c625b881,1aa15ba2-d4ee-4bc5-8fab-5abae465afa5,27/13/2017,15:34:34,644.5162507639109,None
5c1cccf3-60e0-45fb-9760-c43dd20d2cfa,b80a5421-d4be-471f-8336-9ba3674b59c8,a65fa9a2-933f-48c3-b7f8-c249216da67d,27/17/2015,23:59:57,2202.298572301151,None
86b1080d-99bc-4b5f-b85e-f98357afa2c2,4bae1993-54ab-400b-ba32-2046f1ca0a6a,a397e9d5-259a-4931-a073-50b007ccf1df,27/03/2015,01:10:43,3737.2450198266106,None
bdc51d7b-6de8-411b-8f89-80bbe516f886,aca9c7b4-d437-4026-9250-276999733ccd,93079d68-7048-4014-a30a-7009d29aada8,27/07/2017,20:36:10,1020.2220261615334,None
fe19dcda-8bce-4db1-be78-567888dc811d,9478f784-a333-4fef-a84e-aace3a776f1c,6abb0f44-f2bf-4bdb-ab66-42e42cf1389b,27/20/2016,23:58:31,2624.316654184663,None
e7828bb8-8a13-44c5-bc93-aaca5719dff0,ce9436ab-ba6f-4e9f-86ee-3315f27a1e59,7244b329-33a1-4560-ba4b-b2fb53899e86,12/02/2016,21:56:49,4608.060831480593,None
32d2e8ef-887e-4ec4-bc45-70e4e54d3c54,9e6afb86-e0a1-45a3-9642-a43dd1276e59,8bff5058-2856-4b8c-b0d5-9f5d766b720a,12/02/2016,21:56:58,4512.491810127172,None
2e4f1158-6278-4f15-b350-c39fe92302e6,b7b05e7e-f461-4c6a-93c4-21f2d8fa0cbd,be625dc1-69cc-49d9-a2a8-b9399f198d18,26/23/2016,21:56:51,2412.8990579330407,None
41797755-98e1-4cdd-87b8-79aa0c2a3e69,b049b60d-33b4-4f50-96cc-92284dc0130b,a3a90e99-7355-45fc-8a15-13f406354287,27/01/2017,20:58:51,1604.225052288627,None
1ec045de-b6a5-4127-a4fd-44e0c50a0bf9,1a1c2712-585f-4824-af69-9709075fd7aa,efefe566-928d-417c-8549-ba6787572fd1,27/13/2017,15:34:34,469.26375678242886,None
8506e744-4bcc-4255-8d64-2d6f6a13fe05,a8898466-00ae-487c-b1a8-9da6f029124b,969b0731-ea5b-4b0e-9685-2e4cdf560e2c,12/02/2016,21:56:58,1844.3960905986066,None
8ade413e-5c20-403f-8d33-7acf2fc4e4c0,a336b1a3-376a-411c-a76a-d01ce7ef16ae,a812d533-9cc2-486a-89f9-2316531aa581,25/20/2017,14:19:56,1847.752387448218,None
3347d37a-4830-4f5e-98dd-7e33c84670bb,37720411-4e8a-4aa3-8e68-af529992ebf3,856508a8-10ca-485c-b290-9cb79e0a6065,03/17/2015,17:35:33,4399.593006210413,SAR
7ae76aeb-b6b1-4ae8-9d15-71b7178a6ba6,ec51746e-84d6-4408-919d-935fcdb09b97,8af0fe2b-92eb-4869-bc2d-b00732b9f3aa,27/20/2016,23:58:31,2909.1389673315634,None
12693445-5cbc-41b8-bbfb-84c04fd7c853,d89f10a1-a068-45b3-8057-e7df5a207f9b,4c3809e8-6d31-4e79-8abd-f933dcd95c08,27/13/2017,15:34:34,469.26375678242886,None
bff244c8-60ce-439b-9c72-6a06f3eb0f49,1cb519d1-f3cc-489d-8ce1-ac9ea179c9aa,21104f96-03cd-4f05-bb48-7a3e860d76ba,27/01/2017,20:58:51,1604.225052288627,None
3a2450a8-8ffc-4ec7-9ab7-0d7f0b24cc77,94ffb788-b24d-4795-bbda-cd4dc52cd181,29e199c2-2983-498e-bbbf-0695ec0466da,24/09/2015,15:41:52,1346.6637531656795,None
cced5479-8f72-4ee0-9a78-66ba36a352e2,44517e58-48b7-4b31-ae14-1ceb780dd352,b972c0f2-f2d5-4ef3-8da9-1f562cd228e1,12/02/2016,21:56:58,2953.496235975908,GNF
294263e6-92b6-459e-93f5-24590c824985,98b090a0-894b-409a-9149-41c0b219d2b5,4c3809e8-6d31-4e79-8abd-f933dcd95c08,27/13/2017,15:34:34,469.26375678242886,None
455aa139-8dc1-4256-a8a2-65e95ad7d080,f320dfa2-3c43-4017-9b76-3f8247405bfc,b38c9ead-22da-4455-8f71-97a334b911a1,24/09/2015,15:57:52,1346.6637531656795,None
6d70a8cd-9bfd-4c01-9d99-24caa2198305,8bff5058-2856-4b8c-b0d5-9f5d766b720a,4f7f0c3c-bdf9-41dd-acb3-8c50257ab8a4,12/02/2016,16:31:57,18049.96724050869,None
bc168b91-10a7-46aa-980e-a26bc88e5e02,1cb519d1-f3cc-489d-8ce1-ac9ea179c9aa,a3a90e99-7355-45fc-8a15-13f406354287,27/01/2017,20:58:51,1604.225052288627,KWD
be845c73-8881-4b8f-8584-2294f7fc555e,413d3e7d-b5e3-4513-807f-60a91d98a2f3,d222e875-e7ce-46f7-afd2-1a0528312b83,25/20/2015,21:45:26,658.8836610406687,None
d3dd0c1f-8c3a-4f7c-b042-c30dee422866,b38c9ead-22da-4455-8f71-97a334b911a1,4abed95d-5618-42e8-a5a0-06e4d69f81ca,24/09/2015,15:57:52,1683.7302711540963,None
2baefc5a-7828-4c46-998b-c8212cb278fe,b088cafb-387f-4d61-ae79-92cd3089336a,8ed33f75-5743-4159-a95a-514a11b3d905,20/21/2017,19:55:42,3374.5046102410884,None
521dc0d0-2324-43d8-a7ae-620dd5736432,36017c92-720b-4d4e-84e5-df2b6aed820c,8af0fe2b-92eb-4869-bc2d-b00732b9f3aa,27/20/2016,23:58:31,2909.1389673315634,None
a2451501-9073-4486-8c9f-524c6d6de605,d89f10a1-a068-45b3-8057-e7df5a207f9b,68e1c58e-521b-4917-b58a-d3063dfae882,27/13/2017,15:34:34,469.26375678242886,GHS
b50c194e-0249-4611-bbda-aa8770d7ca17,42de20ef-1913-4a2d-a6b5-40f9b1e2dfb0,11cfac41-8108-4ad4-8ba9-f54b5358cffe,26/01/2017,20:58:51,1604.225052288627,None
cb372021-bd69-4fa0-94cf-0d957d9de099,d0c516b8-2340-46d2-b9ff-0410a7526e0a,610be3ec-9210-4de8-b0d6-316eaf9d86b3,20/04/2015,16:56:54,13306.69568399969,None
0e877d78-4ceb-4580-8c33-71854f6810e6,e164621e-feb7-46cf-891a-2360c2300e5c,c5337675-751a-4564-8af5-142decd80dfc,25/20/2017,22:47:58,1731.5484523798812,None
bc349342-05f9-4f24-b86c-d832bda0bcad,e538291a-3bd1-4b4a-a9be-c03dbe583daf,230131ab-73d4-420f-9311-c44a5e9930c5,27/03/2015,17:53:43,622.8741699711018,None
8df7e1b6-e1d4-471d-9ce2-06344f4ceed3,94e13723-c339-4aeb-bd3e-aa69df267e0b,c153325c-e546-4a63-a819-3dc5c04fd4ae,01/12/2017,06:54:43,18217.279748846013,None
b41b9f0a-8c48-4f26-a8d1-96c6f0eedd7d,45383583-210c-44e2-be24-d5012991e103,5b01b68a-3391-46d4-8ffe-58a1340da0a5,26/03/2017,23:59:19,173.16862675151876,None
3e6cc9a2-c03a-44ad-9a5e-cbabf34da33a,6204ca8e-0670-469f-93cd-e6651329eb1b,3e792e29-327a-4d95-95ef-754caaf9b75b,25/20/2017,22:47:58,1889.0370790666864,None
9918f530-26dd-4616-9724-951573aa9344,dedb7651-669d-464b-8d01-ef7f3b692f34,e7f7b1bd-905b-4a10-b042-e98ea5b4e0e2,05/20/2017,03:19:56,83702.57443320504,None
f29c5d62-cb4c-4584-b5a8-7b2f3f3fd8fa,7fd2328a-0fe0-46f6-9ba6-4455f28783cf,115f8dfa-1c9d-4d71-b404-847d5e9c73a7,09/06/2016,22:42:52,1226.7642417458292,None
a0768e59-3944-4205-a5f9-14d956ca5ab2,f345c5c8-b0a0-438e-88e5-39b6fd813953,d89f10a1-a068-45b3-8057-e7df5a207f9b,12/13/2017,15:34:34,2814.0297068275304,None
f384ba46-54af-4b82-a3d2-8a0101073b4b,e9528bb7-c06f-4df4-acf9-a50e85d01e9c,ffe2a820-9f26-48db-a14f-caf2db49598b,12/22/2015,22:43:33,1511.9997628399626,None
6b683879-edba-4492-8d8a-b64fd5d04769,f969ed78-dea3-4b14-9cdc-72fd3db8255d,c79f57a3-4443-46c7-9e98-3dd75c4911ed,27/18/2016,23:58:23,1994.9560636023446,MKD
f94f0cb5-42c2-4fa7-8289-82db3afa2703,610be3ec-9210-4de8-b0d6-316eaf9d86b3,53cfab97-2335-4af2-923b-69d35f823c13,24/04/2015,16:56:54,13168.14079339315,None
d628bad2-db78-4460-b1cb-a4306c2acb31,82990c3b-33c5-46ad-9ca1-a283cd27dc93,8fc0094c-79f9-48e7-9ef2-2489d0e795d4,27/03/2015,17:53:43,921.9924279192489,None
722fd62c-b2b6-4b20-b6bf-8069d3dc31dd,4f0b5ffe-bc24-4a03-92db-1134fef2e61a,ddde677a-e2fa-4570-9e16-202c85890bf8,27/07/2017,20:36:10,1020.2220261615334,None
15dd7872-f6f7-45c0-9952-c61a02a6880b,a4463dbd-7e30-4312-8bb2-b23ad1d96350,969b0731-ea5b-4b0e-9685-2e4cdf560e2c,25/27/2015,19:57:42,7866.518600121458,None
5a031980-7bed-481a-9c87-608fab059a7b,4f0b5ffe-bc24-4a03-92db-1134fef2e61a,93079d68-7048-4014-a30a-7009d29aada8,27/07/2017,20:36:10,1020.2220261615334,None
0d9dc5ed-e5a2-4f94-b938-4859a623153b,97e05799-c0bc-420e-93cf-135e2d7e6d95,456e5f6b-93b8-4ef1-8121-7d5fe43597c4,27/17/2015,23:59:57,733.4769135988205,None
116bcb2c-c12c-4208-b33c-3ed224fa458a,35fe9e2d-03cf-427a-92d6-a1e8ec681792,c2f6b942-ae38-4eea-a6c4-e96bc591413f,09/06/2016,22:42:52,3124.4948381793592,None
c6daf7f1-bc5c-4ac7-bea8-5d70f381db49,1f46abf7-a9c3-4aff-86ea-874f95884d46,6072d548-99f0-49c4-bafe-0a3da96c70b3,09/06/2016,22:42:52,1226.7642417458292,None
223e71a3-93b5-45cc-9739-5645836253ef,8f925cd1-e7c9-47ec-ad9a-86352f26f4fb,35fe9e2d-03cf-427a-92d6-a1e8ec681792,17/20/2015,17:52:43,5216.391786603606,None
c07a3505-4145-4973-abda-a61b30f2a056,c7fddd4b-f233-4c1d-875f-4e809f89d4a2,004c8d77-6d93-45a4-8b70-c5190b34da67,27/22/2017,23:10:16,1900.3101236414502,None
8fe52cd5-4104-4420-b91e-b281e463d898,81bde0ec-ae7f-452d-a073-b872f4d45f41,a8898466-00ae-487c-b1a8-9da6f029124b,24/08/2015,20:41:43,7414.512010550978,None
3e2d33ae-c024-44db-a524-a9b58ba174d8,1f46abf7-a9c3-4aff-86ea-874f95884d46,c162e6b2-2772-431a-a819-0a471e12ef5e,09/06/2016,22:42:52,1226.7642417458292,None
4d59a539-6131-4589-8621-3bebbacf84a8,818269ac-75fd-4263-bebe-bb9b298dfeb4,c40cc5eb-b4eb-4b56-bde2-63be110f77a0,24/21/2016,17:58:59,1574.2922947153222,None
5d8f3c12-ed9b-4363-9fda-bd91c12b1f2d,34610164-fbb6-4177-a690-9c92c6745a9a,d845295f-70ef-4cca-b370-3b3adf817867,24/09/2015,15:57:52,1346.6637531656795,None
0ae69c27-0dc1-4959-9fd0-354958815bf5,279ee177-55d0-43c7-a0e6-acecb5769244,8c10c9a8-f924-429f-8190-db18b332ae61,12/02/2016,21:56:58,3695.6567760780126,None
2eb93ae0-5b0c-4b57-8149-5e3493b95e1c,21bc04cd-b1ec-44b1-91b2-cc1c122431e0,af09d414-2b9b-463e-bd8b-a715915c9826,25/20/2017,22:47:58,1731.5484523798812,None
a61e1908-9dad-48c9-8521-1dce81648e2a,85723cea-8ccf-4c4c-91de-ea6d238c9280,d76794ca-6534-411d-a5d5-68a9b841453f,09/06/2016,22:42:52,1226.7642417458292,None
7d51a1ff-6a3d-4785-a413-49837e3fb443,4374492f-964f-4bbe-8dcf-db49d31d31c6,c61620c3-e6a9-4bb0-9cdc-b25f2c5938cd,25/27/2015,19:57:42,1122.0066168326578,None
c968f8c0-a6b2-4d58-a771-37f4ac8359a5,173edb21-5c74-4a9f-96b5-356eb9bf4293,53383836-7b5f-4afa-a1d7-d773fc93f461,27/13/2017,15:34:34,751.2564397354544,UYI
1d2c7d78-552b-4b49-81a7-e059b592c0f6,79f6acbf-d931-41ef-9d38-3c8c07b374b1,abfe5555-12c5-4c5c-8a21-7d4d12174bdc,02/13/2016,21:58:53,6746.059207536474,None
431e19d9-effa-4888-baf2-3575d353dd5c,fe810817-79aa-410d-9e28-54785dfe4168,24300436-a977-4f49-a732-a3661c92a4f1,27/17/2015,23:59:57,733.7585861325938,None
df0e27e1-ae5e-4568-bd78-e9529265ff69,056e270c-1f68-4499-9a7e-7ce1969ada2b,e4c3fca5-2216-45a9-9da5-72bfda606b4d,26/23/2016,21:56:51,4033.6850915177633,None
669686b7-2877-4029-af19-71a8975d1a72,c2f6b942-ae38-4eea-a6c4-e96bc591413f,643c24a5-4528-45d8-97ec-dfa2e111d92e,09/06/2016,22:42:52,1226.7642417458292,None
faffd37a-c7ce-4876-b8d8-7704247a2434,2cdab962-abf5-4ff9-b739-a36ebd95d0f9,f8c4f545-9269-44ea-a619-9cc8c46dcd99,27/18/2016,23:58:23,1197.1851862317121,HRK
961619b5-5fbc-41ab-a926-e94f6447d7d7,6072d548-99f0-49c4-bafe-0a3da96c70b3,6cb3c16a-efce-4f9d-91c2-4c187167df40,25/20/2017,22:47:58,3296.668971380894,None
3320b7db-48cd-4ba9-bb96-1e3d3138deaf,e0624c19-8f6a-4239-a2ad-858f61a110b4,856508a8-10ca-485c-b290-9cb79e0a6065,09/06/2016,18:42:52,21811.663976830223,None
